T,RH,AH,,,,,,,,,,,,,,
9.6,68.8,0.8243,,,,,,,,,,,,,,
9.5,69.6,0.8273,,,,,,,,,,,,,,
11.9,60.9,0.8455,,,,,,,,,,,,,,
16.2,48.6,0.8892,,,,,,,,,,,,,,
19.2,39.6,0.8693,,,,,,,,,,,,,,
19.7,38.4,0.8743,,,,,,,,,,,,,,
20.6,36.7,0.8797,,,,,,,,,,,,,,
21.8,33.9,0.8771,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
23.6,27.5,0.7913,,,,,,,,,,,,,,
22.8,32.1,0.8814,,,,,,,,,,,,,,
20.8,36.7,0.8878,,,,,,,,,,,,,,
18.3,40.9,0.8493,,,,,,,,,,,,,,
16.8,44.0,0.8341,,,,,,,,,,,,,,
15.8,48.0,0.8569,,,,,,,,,,,,,,
14.9,52.0,0.8757,,,,,,,,,,,,,,
14.1,54.4,0.8701,,,,,,,,,,,,,,
13.3,58.8,0.8922,,,,,,,,,,,,,,
13.3,60.9,0.9229,,,,,,,,,,,,,,
11.8,64.3,0.8869,,,,,,,,,,,,,,
11.2,65.9,0.8775,,,,,,,,,,,,,,
11.3,72.9,0.9738,,,,,,,,,,,,,,
11.4,71.8,0.9671,,,,,,,,,,,,,,
11.9,73.7,1.0254,,,,,,,,,,,,,,
12.6,70.2,1.0221,,,,,,,,,,,,,,
13.6,65.3,1.0136,,,,,,,,,,,,,,
16.9,52.3,1.0013,,,,,,,,,,,,,,
19.4,44.1,0.9855,,,,,,,,,,,,,,
22.9,33.8,0.9322,,,,,,,,,,,,,,
23.6,31.3,0.9001,,,,,,,,,,,,,,
24.7,30.5,0.9371,,,,,,,,,,,,,,
26.1,27.3,0.9101,,,,,,,,,,,,,,
27.6,22.8,0.8288,,,,,,,,,,,,,,
26.9,22.3,0.7792,,,,,,,,,,,,,,
24.3,30.1,0.9012,,,,,,,,,,,,,,
21.2,40.1,0.9978,,,,,,,,,,,,,,
19.4,42.5,0.9483,,,,,,,,,,,,,,
18.5,43.0,0.9074,,,,,,,,,,,,,,
17.8,47.0,0.9467,,,,,,,,,,,,,,
16.8,53.2,1.0100,,,,,,,,,,,,,,
17.1,51.8,0.9990,,,,,,,,,,,,,,
16.2,54.2,0.9933,,,,,,,,,,,,,,
15.1,58.2,0.9886,,,,,,,,,,,,,,
15.1,57.6,0.9796,,,,,,,,,,,,,,
14.5,58.0,0.9488,,,,,,,,,,,,,,
13.7,61.6,0.9631,,,,,,,,,,,,,,
13.9,59.6,0.9408,,,,,,,,,,,,,,
13.3,61.7,0.9399,,,,,,,,,,,,,,
15.1,55.8,0.9486,,,,,,,,,,,,,,
17.0,50.5,0.9684,,,,,,,,,,,,,,
19.7,43.3,0.9837,,,,,,,,,,,,,,
20.7,41.7,1.0092,,,,,,,,,,,,,,
23.3,35.8,1.0098,,,,,,,,,,,,,,
23.8,30.5,0.8897,,,,,,,,,,,,,,
24.8,27.0,0.8325,,,,,,,,,,,,,,
25.0,27.5,0.8575,,,,,,,,,,,,,,
25.8,26.5,0.8675,,,,,,,,,,,,,,
25.1,27.1,0.8496,,,,,,,,,,,,,,
23.7,28.6,0.8273,,,,,,,,,,,,,,
22.1,36.8,0.9681,,,,,,,,,,,,,,
19.9,47.5,1.0912,,,,,,,,,,,,,,
18.7,50.4,1.0772,,,,,,,,,,,,,,
18.1,51.3,1.0587,,,,,,,,,,,,,,
17.5,53.8,1.0648,,,,,,,,,,,,,,
16.7,56.5,1.0634,,,,,,,,,,,,,,
15.9,59.2,1.0635,,,,,,,,,,,,,,
15.2,62.4,1.0726,,,,,,,,,,,,,,
14.7,65.0,1.0766,,,,,,,,,,,,,,
14.3,65.3,1.0594,,,,,,,,,,,,,,
13.7,66.5,1.0393,,,,,,,,,,,,,,
12.9,69.1,1.0264,,,,,,,,,,,,,,
13.7,64.8,1.0135,,,,,,,,,,,,,,
15.3,59.0,1.0181,,,,,,,,,,,,,,
18.1,49.8,1.0272,,,,,,,,,,,,,,
21.5,40.7,1.0301,,,,,,,,,,,,,,
23.3,37.1,1.0457,,,,,,,,,,,,,,
25.1,33.8,1.0594,,,,,,,,,,,,,,
25.6,32.1,1.0393,,,,,,,,,,,,,,
25.8,31.1,1.0143,,,,,,,,,,,,,,
26.1,30.8,1.0253,,,,,,,,,,,,,,
24.4,36.0,1.0850,,,,,,,,,,,,,,
23.0,36.2,1.0053,,,,,,,,,,,,,,
22.1,39.3,1.0336,,,,,,,,,,,,,,
19.8,44.6,1.0208,,,,,,,,,,,,,,
18.5,48.9,1.0323,,,,,,,,,,,,,,
16.6,56.1,1.0481,,,,,,,,,,,,,,
15.8,58.8,1.0464,,,,,,,,,,,,,,
15.3,60.8,1.0501,,,,,,,,,,,,,,
14.7,64.4,1.0717,,,,,,,,,,,,,,
14.8,63.3,1.0584,,,,,,,,,,,,,,
15.0,61.5,1.0418,,,,,,,,,,,,,,
15.5,56.9,0.9961,,,,,,,,,,,,,,
16.0,54.0,0.9742,,,,,,,,,,,,,,
13.5,63.9,0.9809,,,,,,,,,,,,,,
12.9,65.3,0.9688,,,,,,,,,,,,,,
13.4,62.5,0.9582,,,,,,,,,,,,,,
14.5,58.8,0.9630,,,,,,,,,,,,,,
15.3,56.7,0.9773,,,,,,,,,,,,,,
15.6,57.4,1.0075,,,,,,,,,,,,,,
16.6,55.2,1.0382,,,,,,,,,,,,,,
17.0,54.3,1.0434,,,,,,,,,,,,,,
18.0,51.5,1.0552,,,,,,,,,,,,,,
19.5,47.5,1.0653,,,,,,,,,,,,,,
21.6,41.7,1.0606,,,,,,,,,,,,,,
22.2,38.3,1.0106,,,,,,,,,,,,,,
20.3,42.8,1.0053,,,,,,,,,,,,,,
19.7,45.4,1.0312,,,,,,,,,,,,,,
18.8,47.5,1.0199,,,,,,,,,,,,,,
17.9,49.4,1.0064,,,,,,,,,,,,,,
17.5,50.9,1.0090,,,,,,,,,,,,,,
17.4,51.8,1.0230,,,,,,,,,,,,,,
17.0,53.9,1.0363,,,,,,,,,,,,,,
16.6,55.4,1.0408,,,,,,,,,,,,,,
15.9,57.0,1.0224,,,,,,,,,,,,,,
15.0,59.2,1.0059,,,,,,,,,,,,,,
14.5,61.4,1.0041,,,,,,,,,,,,,,
14.1,61.6,0.9883,,,,,,,,,,,,,,
14.6,58.8,0.9711,,,,,,,,,,,,,,
14.4,58.9,0.9594,,,,,,,,,,,,,,
15.3,55.2,0.9538,,,,,,,,,,,,,,
16.2,52.5,0.9576,,,,,,,,,,,,,,
18.4,46.3,0.9734,,,,,,,,,,,,,,
19.6,41.8,0.9407,,,,,,,,,,,,,,
20.2,40.1,0.9370,,,,,,,,,,,,,,
20.9,36.6,0.8939,,,,,,,,,,,,,,
20.4,34.7,0.8229,,,,,,,,,,,,,,
19.3,35.4,0.7813,,,,,,,,,,,,,,
18.6,36.9,0.7829,,,,,,,,,,,,,,
18.8,36.8,0.7883,,,,,,,,,,,,,,
17.5,40.6,0.8068,,,,,,,,,,,,,,
16.8,44.3,0.8428,,,,,,,,,,,,,,
16.3,47.7,0.8746,,,,,,,,,,,,,,
15.6,50.7,0.8947,,,,,,,,,,,,,,
15.7,49.4,0.8768,,,,,,,,,,,,,,
15.8,48.6,0.8653,,,,,,,,,,,,,,
15.7,47.0,0.8325,,,,,,,,,,,,,,
15.7,45.9,0.8121,,,,,,,,,,,,,,
15.6,44.9,0.7920,,,,,,,,,,,,,,
15.6,44.4,0.7827,,,,,,,,,,,,,,
16.1,42.4,0.7718,,,,,,,,,,,,,,
15.7,45.4,0.8063,,,,,,,,,,,,,,
15.3,50.1,0.8617,,,,,,,,,,,,,,
14.2,58.6,0.9443,,,,,,,,,,,,,,
14.3,58.2,0.9431,,,,,,,,,,,,,,
15.0,52.0,0.8817,,,,,,,,,,,,,,
13.6,61.4,0.9519,,,,,,,,,,,,,,
16.1,53.1,0.9675,,,,,,,,,,,,,,
16.6,44.3,0.8294,,,,,,,,,,,,,,
17.4,40.3,0.7922,,,,,,,,,,,,,,
18.1,42.2,0.8679,,,,,,,,,,,,,,
14.4,51.8,0.8433,,,,,,,,,,,,,,
10.9,76.4,0.9953,,,,,,,,,,,,,,
16.4,47.7,0.8819,,,,,,,,,,,,,,
18.0,37.1,0.7598,,,,,,,,,,,,,,
14.7,48.7,0.8089,,,,,,,,,,,,,,
11.3,71.3,0.9514,,,,,,,,,,,,,,
10.0,74.0,0.9087,,,,,,,,,,,,,,
9.8,71.8,0.8702,,,,,,,,,,,,,,
9.3,75.2,0.8796,,,,,,,,,,,,,,
9.6,76.0,0.9088,,,,,,,,,,,,,,
9.3,75.0,0.8799,,,,,,,,,,,,,,
9.0,76.7,0.8825,,,,,,,,,,,,,,
8.2,79.6,0.8672,,,,,,,,,,,,,,
7.6,80.6,0.8437,,,,,,,,,,,,,,
8.3,75.6,0.8302,,,,,,,,,,,,,,
8.1,72.1,0.7798,,,,,,,,,,,,,,
8.1,70.4,0.7609,,,,,,,,,,,,,,
8.1,70.5,0.7627,,,,,,,,,,,,,,
9.9,64.3,0.7859,,,,,,,,,,,,,,
13.0,54.2,0.8090,,,,,,,,,,,,,,
16.5,42.6,0.7912,,,,,,,,,,,,,,
19.3,34.2,0.7566,,,,,,,,,,,,,,
21.5,27.4,0.6941,,,,,,,,,,,,,,
20.4,26.7,0.6323,,,,,,,,,,,,,,
20.6,22.6,0.5432,,,,,,,,,,,,,,
20.6,24.8,0.5931,,,,,,,,,,,,,,
21.0,25.4,0.6264,,,,,,,,,,,,,,
21.5,24.5,0.6203,,,,,,,,,,,,,,
19.3,28.6,0.6357,,,,,,,,,,,,,,
18.0,32.9,0.6737,,,,,,,,,,,,,,
15.8,39.8,0.7096,,,,,,,,,,,,,,
15.3,41.5,0.7194,,,,,,,,,,,,,,
14.1,46.0,0.7363,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
-200,-200,-200,,,,,,,,,,,,,,
12.0,67.9,0.9523,,,,,,,,,,,,,,
12.0,66.9,0.9336,,,,,,,,,,,,,,
11.5,70.1,0.9503,,,,,,,,,,,,,,
11.4,69.8,0.9390,,,,,,,,,,,,,,
11.1,69.3,0.9128,,,,,,,,,,,,,,
10.8,70.3,0.9092,,,,,,,,,,,,,,
10.2,73.4,0.9129,,,,,,,,,,,,,,
10.8,70.5,0.9142,,,,,,,,,,,,,,
11.0,71.0,0.9279,,,,,,,,,,,,,,
12.4,64.0,0.9206,,,,,,,,,,,,,,
15.0,53.1,0.8993,,,,,,,,,,,,,,
16.6,44.4,0.8313,,,,,,,,,,,,,,
18.0,38.4,0.7862,,,,,,,,,,,,,,
20.6,30.0,0.7213,,,,,,,,,,,,,,
19.9,26.7,0.6137,,,,,,,,,,,,,,
19.8,23.1,0.5283,,,,,,,,,,,,,,
21.4,22.7,0.5722,,,,,,,,,,,,,,
22.1,21.3,0.5605,,,,,,,,,,,,,,
21.1,24.5,0.6040,,,,,,,,,,,,,,
18.3,31.6,0.6562,,,,,,,,,,,,,,
16.1,35.0,0.6372,,,,,,,,,,,,,,
14.8,41.5,0.6929,,,,,,,,,,,,,,
13.2,50.3,0.7577,,,,,,,,,,,,,,
12.3,55.5,0.7916,,,,,,,,,,,,,,
11.8,56.6,0.7833,,,,,,,,,,,,,,
11.2,56.2,0.7469,,,,,,,,,,,,,,
11.0,56.6,0.7418,,,,,,,,,,,,,,
9.3,64.3,0.7531,,,,,,,,,,,,,,
8.8,66.0,0.7501,,,,,,,,,,,,,,
7.8,70.4,0.7463,,,,,,,,,,,,,,
7.7,70.7,0.7463,,,,,,,,,,,,,,
7.4,71.0,0.7346,,,,,,,,,,,,,,
8.2,66.6,0.7283,,,,,,,,,,,,,,
8.7,64.3,0.7267,,,,,,,,,,,,,,
13.0,47.9,0.7116,,,,,,,,,,,,,,
17.4,35.4,0.6990,,,,,,,,,,,,,,
20.2,29.2,0.6830,,,,,,,,,,,,,,
22.7,22.9,0.6224,,,,,,,,,,,,,,
22.3,22.4,0.5955,,,,,,,,,,,,,,
22.2,18.9,0.4993,,,,,,,,,,,,,,
22.0,19.0,0.4969,,,,,,,,,,,,,,
21.0,23.6,0.5788,,,,,,,,,,,,,,
19.6,27.4,0.6162,,,,,,,,,,,,,,
17.9,30.8,0.6258,,,,,,,,,,,,,,
16.4,35.3,0.6532,,,,,,,,,,,,,,
15.6,37.5,0.6575,,,,,,,,,,,,,,
15.5,36.7,0.6438,,,,,,,,,,,,,,
14.5,39.0,0.6428,,,,,,,,,,,,,,
14.2,38.2,0.6163,,,,,,,,,,,,,,
13.7,38.3,0.5957,,,,,,,,,,,,,,
14.1,34.0,0.5442,,,,,,,,,,,,,,
14.6,34.0,0.5605,,,,,,,,,,,,,,
14.4,32.8,0.5364,,,,,,,,,,,,,,
13.9,30.9,0.4868,,,,,,,,,,,,,,
13.5,37.9,0.5852,,,,,,,,,,,,,,
13.9,43.6,0.6871,,,,,,,,,,,,,,
13.5,50.1,0.7706,,,,,,,,,,,,,,
13.3,53.6,0.8169,,,,,,,,,,,,,,
13.4,56.0,0.8576,,,,,,,,,,,,,,
13.0,59.6,0.8860,,,,,,,,,,,,,,
12.7,62.7,0.9173,,,,,,,,,,,,,,
12.1,60.5,0.8505,,,,,,,,,,,,,,
11.2,64.4,0.8537,,,,,,,,,,,,,,
10.7,67.6,0.8703,,,,,,,,,,,,,,
11.4,61.2,0.8236,,,,,,,,,,,,,,
9.9,70.5,0.8581,,,,,,,,,,,,,,
10.3,65.2,0.8151,,,,,,,,,,,,,,
11.0,58.9,0.7714,,,,,,,,,,,,,,
10.6,59.5,0.7595,,,,,,,,,,,,,,
10.6,57.7,0.7362,,,,,,,,,,,,,,
10.6,56.1,0.7149,,,,,,,,,,,,,,
10.3,58.0,0.7239,,,,,,,,,,,,,,
10.4,58.4,0.7352,,,,,,,,,,,,,,
10.7,58.2,0.7459,,,,,,,,,,,,,,
10.5,59.9,0.7624,,,,,,,,,,,,,,
10.5,60.8,0.7704,,,,,,,,,,,,,,
10.6,63.1,0.8068,,,,,,,,,,,,,,
11.1,60.1,0.7925,,,,,,,,,,,,,,
10.1,68.4,0.8443,,,,,,,,,,,,,,
10.0,68.7,0.8456,,,,,,,,,,,,,,
11.0,64.2,0.8398,,,,,,,,,,,,,,
12.0,58.1,0.8138,,,,,,,,,,,,,,
12.8,52.0,0.7643,,,,,,,,,,,,,,
12.6,50.8,0.7387,,,,,,,,,,,,,,
13.8,47.4,0.7435,,,,,,,,,,,,,,
15.1,42.7,0.7294,,,,,,,,,,,,,,
16.3,38.1,0.7006,,,,,,,,,,,,,,
16.6,36.7,0.6867,,,,,,,,,,,,,,
15.8,40.5,0.7241,,,,,,,,,,,,,,
16.3,41.8,0.7712,,,,,,,,,,,,,,
16.1,42.8,0.7783,,,,,,,,,,,,,,
15.3,46.8,0.8074,,,,,,,,,,,,,,
14.7,47.0,0.7815,,,,,,,,,,,,,,
14.1,49.6,0.7931,,,,,,,,,,,,,,
13.5,54.1,0.8351,,,,,,,,,,,,,,
12.3,59.2,0.8461,,,,,,,,,,,,,,
11.6,62.2,0.8510,,,,,,,,,,,,,,
11.5,61.4,0.8303,,,,,,,,,,,,,,
10.9,64.6,0.8395,,,,,,,,,,,,,,
11.1,63.2,0.8331,,,,,,,,,,,,,,
10.7,64.4,0.8284,,,,,,,,,,,,,,
10.7,63.8,0.8174,,,,,,,,,,,,,,
10.2,65.8,0.8196,,,,,,,,,,,,,,
10.3,65.6,0.8225,,,,,,,,,,,,,,
10.8,64.0,0.8307,,,,,,,,,,,,,,
13.3,55.6,0.8453,,,,,,,,,,,,,,
15.8,46.8,0.8328,,,,,,,,,,,,,,
19.5,34.4,0.7738,,,,,,,,,,,,,,
21.1,30.2,0.7450,,,,,,,,,,,,,,
18.4,34.2,0.7185,,,,,,,,,,,,,,
21.0,30.6,0.7538,,,,,,,,,,,,,,
21.4,28.7,0.7231,,,,,,,,,,,,,,
21.3,27.3,0.6856,,,,,,,,,,,,,,
20.4,30.4,0.7193,,,,,,,,,,,,,,
18.7,34.8,0.7436,,,,,,,,,,,,,,
18.6,34.7,0.7369,,,,,,,,,,,,,,
17.9,35.8,0.7276,,,,,,,,,,,,,,
16.5,42.1,0.7856,,,,,,,,,,,,,,
14.8,49.7,0.8321,,,,,,,,,,,,,,
13.4,54.3,0.8291,,,,,,,,,,,,,,
13.4,54.2,0.8319,,,,,,,,,,,,,,
12.3,57.6,0.8223,,,,,,,,,,,,,,
11.6,58.8,0.7996,,,,,,,,,,,,,,
10.7,62.3,0.7988,,,,,,,,,,,,,,
10.2,63.2,0.7865,,,,,,,,,,,,,,
10.5,61.3,0.7761,,,,,,,,,,,,,,
9.3,65.8,0.7722,,,,,,,,,,,,,,
9.1,67.4,0.7814,,,,,,,,,,,,,,
10.2,62.9,0.7831,,,,,,,,,,,,,,
11.6,58.7,0.7999,,,,,,,,,,,,,,
13.5,53.4,0.8196,,,,,,,,,,,,,,
15.0,49.3,0.8364,,,,,,,,,,,,,,
17.1,42.1,0.8120,,,,,,,,,,,,,,
18.4,36.9,0.7758,,,,,,,,,,,,,,
19.3,35.4,0.7824,,,,,,,,,,,,,,
19.2,35.7,0.7826,,,,,,,,,,,,,,
21.5,30.4,0.7677,,,,,,,,,,,,,,
19.6,34.6,0.7807,,,,,,,,,,,,,,
19.6,35.5,0.8017,,,,,,,,,,,,,,
18.3,44.1,0.9183,,,,,,,,,,,,,,
17.4,47.8,0.9392,,,,,,,,,,,,,,
16.8,49.8,0.9446,,,,,,,,,,,,,,
16.2,53.2,0.9723,,,,,,,,,,,,,,
14.9,59.1,0.9928,,,,,,,,,,,,,,
13.9,64.0,1.0130,,,,,,,,,,,,,,
13.7,66.8,1.0410,,,,,,,,,,,,,,
13.4,69.6,1.0688,,,,,,,,,,,,,,
12.8,71.9,1.0632,,,,,,,,,,,,,,
12.9,68.5,1.0155,,,,,,,,,,,,,,
11.9,74.8,1.0380,,,,,,,,,,,,,,
11.6,76.4,1.0415,,,,,,,,,,,,,,
11.7,75.3,1.0325,,,,,,,,,,,,,,
12.8,71.0,1.0428,,,,,,,,,,,,,,
13.8,61.1,0.9595,,,,,,,,,,,,,,
15.3,51.4,0.8886,,,,,,,,,,,,,,
16.6,48.7,0.9146,,,,,,,,,,,,,,
17.6,46.7,0.9324,,,,,,,,,,,,,,
19.2,42.7,0.9425,,,,,,,,,,,,,,
15.7,62.5,1.1092,,,,,,,,,,,,,,
14.5,75.7,1.2425,,,,,,,,,,,,,,
14.4,77.4,1.2654,,,,,,,,,,,,,,
14.6,74.9,1.2391,,,,,,,,,,,,,,
14.6,76.0,1.2573,,,,,,,,,,,,,,
14.0,76.3,1.2166,,,,,,,,,,,,,,
13.9,78.0,1.2303,,,,,,,,,,,,,,
13.8,78.0,1.2229,,,,,,,,,,,,,,
13.5,79.4,1.2224,,,,,,,,,,,,,,
13.1,80.1,1.2016,,,,,,,,,,,,,,
12.8,81.0,1.1915,,,,,,,,,,,,,,
12.7,80.6,1.1819,,,,,,,,,,,,,,
12.5,81.8,1.1838,,,,,,,,,,,,,,
12.7,81.2,1.1849,,,,,,,,,,,,,,
12.4,82.4,1.1848,,,,,,,,,,,,,,
12.6,79.9,1.1619,,,,,,,,,,,,,,
12.8,80.0,1.1761,,,,,,,,,,,,,,
12.6,79.9,1.1596,,,,,,,,,,,,,,
12.5,79.6,1.1538,,,,,,,,,,,,,,
12.8,80.8,1.1863,,,,,,,,,,,,,,
13.5,78.1,1.1997,,,,,,,,,,,,,,
14.6,74.9,1.2348,,,,,,,,,,,,,,
16.8,61.0,1.1599,,,,,,,,,,,,,,
18.8,50.1,1.0769,,,,,,,,,,,,,,
19.3,47.1,1.0445,,,,,,,,,,,,,,
19.3,46.6,1.0298,,,,,,,,,,,,,,
19.7,44.4,1.0081,,,,,,,,,,,,,,
19.3,45.7,1.0161,,,,,,,,,,,,,,
17.9,49.9,1.0135,,,,,,,,,,,,,,
16.9,53.2,1.0179,,,,,,,,,,,,,,
16.1,56.0,1.0151,,,,,,,,,,,,,,
16.5,52.8,0.9860,,,,,,,,,,,,,,
16.9,51.1,0.9743,,,,,,,,,,,,,,
17.0,50.8,0.9751,,,,,,,,,,,,,,
16.9,54.8,1.0455,,,,,,,,,,,,,,
16.3,57.2,1.0492,,,,,,,,,,,,,,
16.0,56.2,1.0164,,,,,,,,,,,,,,
15.6,60.2,1.0617,,,,,,,,,,,,,,
14.6,68.2,1.1282,,,,,,,,,,,,,,
14.3,69.6,1.1257,,,,,,,,,,,,,,
13.8,71.9,1.1312,,,,,,,,,,,,,,
13.8,72.7,1.1402,,,,,,,,,,,,,,
14.2,72.3,1.1632,,,,,,,,,,,,,,
14.5,72.9,1.1950,,,,,,,,,,,,,,
14.2,75.6,1.2201,,,,,,,,,,,,,,
14.5,77.2,1.2695,,,,,,,,,,,,,,
14.9,74.5,1.2530,,,,,,,,,,,,,,
15.5,67.4,1.1780,,,,,,,,,,,,,,
16.7,56.0,1.0544,,,,,,,,,,,,,,
17.1,55.5,1.0724,,,,,,,,,,,,,,
16.2,62.4,1.1423,,,,,,,,,,,,,,
17.4,58.9,1.1567,,,,,,,,,,,,,,
17.5,54.6,1.0800,,,,,,,,,,,,,,
17.5,54.2,1.0722,,,,,,,,,,,,,,
17.0,55.1,1.0621,,,,,,,,,,,,,,
16.4,57.8,1.0669,,,,,,,,,,,,,,
15.8,60.4,1.0744,,,,,,,,,,,,,,
15.5,63.3,1.1071,,,,,,,,,,,,,,
15.0,65.2,1.1045,,,,,,,,,,,,,,
14.5,67.3,1.1054,,,,,,,,,,,,,,
14.1,70.1,1.1224,,,,,,,,,,,,,,
13.8,73.3,1.1518,,,,,,,,,,,,,,
13.1,78.3,1.1716,,,,,,,,,,,,,,
13.0,78.2,1.1664,,,,,,,,,,,,,,
14.3,70.1,1.1328,,,,,,,,,,,,,,
14.0,70.9,1.1306,,,,,,,,,,,,,,
15.4,64.2,1.1123,,,,,,,,,,,,,,
16.5,57.9,1.0826,,,,,,,,,,,,,,
18.8,48.0,1.0323,,,,,,,,,,,,,,
19.5,43.3,0.9706,,,,,,,,,,,,,,
18.5,45.5,0.9606,,,,,,,,,,,,,,
18.0,46.7,0.9569,,,,,,,,,,,,,,
16.5,58.2,1.0813,,,,,,,,,,,,,,
12.1,75.6,1.0662,,,,,,,,,,,,,,
11.1,75.6,0.9974,,,,,,,,,,,,,,
10.5,79.0,1.0016,,,,,,,,,,,,,,
10.0,80.5,0.9853,,,,,,,,,,,,,,
11.3,70.5,0.9389,,,,,,,,,,,,,,
10.7,71.5,0.9197,,,,,,,,,,,,,,
9.9,74.0,0.9009,,,,,,,,,,,,,,
10.8,68.2,0.8806,,,,,,,,,,,,,,
10.2,74.0,0.9176,,,,,,,,,,,,,,
10.1,77.5,0.9579,,,,,,,,,,,,,,
9.9,77.7,0.9497,,,,,,,,,,,,,,
9.5,80.2,0.9533,,,,,,,,,,,,,,
9.5,79.7,0.9489,,,,,,,,,,,,,,
9.7,78.9,0.9487,,,,,,,,,,,,,,
9.8,80.0,0.9670,,,,,,,,,,,,,,
10.0,79.6,0.9800,,,,,,,,,,,,,,
10.3,79.4,0.9927,,,,,,,,,,,,,,
11.0,77.4,1.0135,,,,,,,,,,,,,,
12.3,69.2,0.9906,,,,,,,,,,,,,,
14.5,60.4,0.9936,,,,,,,,,,,,,,
16.0,56.3,1.0185,,,,,,,,,,,,,,
18.1,51.1,1.0551,,,,,,,,,,,,,,
23.0,37.5,1.0389,,,,,,,,,,,,,,
21.8,39.6,1.0209,,,,,,,,,,,,,,
21.9,37.2,0.9683,,,,,,,,,,,,,,
23.8,31.4,0.9132,,,,,,,,,,,,,,
25.9,26.9,0.8845,,,,,,,,,,,,,,
25.8,29.9,0.9808,,,,,,,,,,,,,,
22.6,39.5,1.0679,,,,,,,,,,,,,,
19.9,45.0,1.0364,,,,,,,,,,,,,,
17.9,47.4,0.9657,,,,,,,,,,,,,,
16.8,50.4,0.9545,,,,,,,,,,,,,,
16.0,52.0,0.9375,,,,,,,,,,,,,,
14.2,59.1,0.9520,,,,,,,,,,,,,,
14.2,56.7,0.9111,,,,,,,,,,,,,,
12.2,67.7,0.9625,,,,,,,,,,,,,,
13.2,61.7,0.9328,,,,,,,,,,,,,,
10.9,71.0,0.9249,,,,,,,,,,,,,,
11.3,67.6,0.9038,,,,,,,,,,,,,,
10.1,71.8,0.8880,,,,,,,,,,,,,,
10.2,70.9,0.8841,,,,,,,,,,,,,,
11.8,66.0,0.9085,,,,,,,,,,,,,,
14.0,58.2,0.9271,,,,,,,,,,,,,,
17.0,50.2,0.9646,,,,,,,,,,,,,,
22.3,36.9,0.9838,,,,,,,,,,,,,,
24.4,30.9,0.9340,,,,,,,,,,,,,,
25.9,26.7,0.8771,,,,,,,,,,,,,,
25.8,26.1,0.8540,,,,,,,,,,,,,,
26.3,24.8,0.8393,,,,,,,,,,,,,,
27.0,22.2,0.7805,,,,,,,,,,,,,,
27.3,20.5,0.7308,,,,,,,,,,,,,,
25.8,24.1,0.7912,,,,,,,,,,,,,,
25.3,28.9,0.9151,,,,,,,,,,,,,,
23.8,33.7,0.9786,,,,,,,,,,,,,,
21.4,36.0,0.9059,,,,,,,,,,,,,,
19.8,39.5,0.9016,,,,,,,,,,,,,,
19.2,42.1,0.9273,,,,,,,,,,,,,,
18.8,45.8,0.9855,,,,,,,,,,,,,,
17.1,50.8,0.9828,,,,,,,,,,,,,,
16.2,53.4,0.9775,,,,,,,,,,,,,,
16.0,53.5,0.9691,,,,,,,,,,,,,,
14.3,59.2,0.9601,,,,,,,,,,,,,,
13.3,62.6,0.9498,,,,,,,,,,,,,,
13.4,59.5,0.9097,,,,,,,,,,,,,,
12.2,64.1,0.9062,,,,,,,,,,,,,,
13.9,57.2,0.9029,,,,,,,,,,,,,,
15.2,53.2,0.9107,,,,,,,,,,,,,,
19.2,41.6,0.9154,,,,,,,,,,,,,,
23.7,30.6,0.8854,,,,,,,,,,,,,,
26.1,26.8,0.8921,,,,,,,,,,,,,,
28.1,24.4,0.9138,,,,,,,,,,,,,,
28.3,23.9,0.9060,,,,,,,,,,,,,,
28.0,21.0,0.7814,,,,,,,,,,,,,,
30.8,16.4,0.7167,,,,,,,,,,,,,,
31.3,16.2,0.7262,,,,,,,,,,,,,,
29.4,20.5,0.8262,,,,,,,,,,,,,,
25.8,24.3,0.7940,,,,,,,,,,,,,,
23.8,29.5,0.8559,,,,,,,,,,,,,,
22.0,34.8,0.9080,,,,,,,,,,,,,,
20.2,37.4,0.8748,,,,,,,,,,,,,,
19.3,38.8,0.8559,,,,,,,,,,,,,,
